time_offset,end_time,speed,pkg_name,start_time,count,sample_position_type,calorie,distance,datauuid,deviceuuid,update_time,create_time
19800000,37:00.0,1.4524609,com.sec.android.app.shealth,36:00.0,24,,1.1300001,17.54,1c3e541c-d39d-4a0e-9feb-d4e04fb5b94b,MdS75U+XxL,38:19.1,36:33.9
19800000,39:00.0,2.4791262,com.sec.android.app.shealth,38:00.0,67,,3.9399996,64.15,20c03c20-5ebb-4261-8dbb-e50eecbaf7a7,MdS75U+XxL,39:29.9,38:19.6
19800000,40:00.0,2.3985176,com.sec.android.app.shealth,39:00.0,48,,2.26,42.23,6216eb8d-0edd-4060-a4b8-3555c6028879,MdS75U+XxL,45:00.5,39:30.3
19800000,41:00.0,2.2777777,com.sec.android.app.shealth,40:00.0,83,,3.85,74.64,dd89b722-d122-4fa1-b95e-7380183ccec1,MdS75U+XxL,45:00.7,45:00.7
19800000,42:00.0,2.3055556,com.sec.android.app.shealth,41:00.0,127,,6.92,120.14,f8748584-3565-486f-a3b0-906618d1ec9a,MdS75U+XxL,45:00.8,45:00.8
19800000,43:00.0,2.0833333,com.sec.android.app.shealth,42:00.0,58,,2.55,51.02,50f53702-3f3c-49da-8e18-6d19af7ebb28,MdS75U+XxL,45:00.8,45:00.8
19800000,44:00.0,1.5,com.sec.android.app.shealth,43:00.0,9,,0.34,6.66,f85c8ab0-d2b5-4662-b45d-8ab6d099d752,MdS75U+XxL,45:01.0,45:01.0
19800000,46:00.0,2.3055556,com.sec.android.app.shealth,45:00.0,90,,5.18,84.92,65a7c49b-9cde-4702-a6c2-8f835b8b693e,MdS75U+XxL,48:15.8,48:15.8
19800000,47:00.0,2.1944444,com.sec.android.app.shealth,46:00.0,28,,1.21,25.38,8580a7d1-fcf4-409a-b433-b3ba2678c4ea,MdS75U+XxL,48:16.0,48:16.0
19800000,48:00.0,3.25,com.sec.android.app.shealth,47:00.0,57,,4.98,66.85,dc0d5af5-b95a-46a0-a0af-5f4f8f0cf798,MdS75U+XxL,48:16.3,48:16.3
19800000,49:00.0,2.2885852,com.sec.android.app.shealth,48:00.0,94,,5.06,87.49,fd17fc11-2376-4cd5-b4e6-dbd9884e9731,MdS75U+XxL,53:27.9,48:16.6
19800000,50:00.0,4.888889,com.sec.android.app.shealth,49:00.0,12,,1.05,14.36,6044eaee-d454-4446-a74a-2b8bd529d4a0,MdS75U+XxL,53:28.1,53:28.1
19800000,51:00.0,1.9444444,com.sec.android.app.shealth,50:00.0,94,,4.22,83.06,2f1dab8b-ee60-4d98-8735-5af7c30b123f,MdS75U+XxL,53:28.2,53:28.2
19800000,54:00.0,5,com.sec.android.app.shealth,53:00.0,7,,0.63,9.07,76d6738a-2f9a-432f-93d4-6c22cffc9ca7,MdS75U+XxL,53:28.5,53:28.5
19800000,56:00.0,1.9242067,com.sec.android.app.shealth,55:00.0,17,,1.04,17.36,76ca1548-394c-4560-a101-2e73e30ca856,MdS75U+XxL,55:37.9,55:36.9
19800000,06:00.0,2.8055556,com.sec.android.app.shealth,05:00.0,19,,2.39,20.26,58016939-4105-4bb7-9679-9a7dca64e80a,MdS75U+XxL,09:23.3,09:23.3
19800000,07:00.0,2.0000002,com.sec.android.app.shealth,06:00.0,49,,2.39,42.11,480e9821-be51-4556-8f07-2f17658faa54,MdS75U+XxL,09:23.9,09:23.9
19800000,09:00.0,1.5555556,com.sec.android.app.shealth,08:00.0,47,,2.08,35.85,d1ae1198-2732-467c-9754-0c04d49b828e,MdS75U+XxL,09:24.4,09:24.4
19800000,17:00.0,3.3888888,com.sec.android.app.shealth,16:00.0,17,,1.05,16.92,1fca882e-af87-4abe-aac1-92581d3bb10d,MdS75U+XxL,18:56.7,18:56.7
19800000,18:00.0,2.8888888,com.sec.android.app.shealth,17:00.0,134,,7.26,137.7,fe22f8c2-2edf-433c-934d-cb2ffdb836ec,MdS75U+XxL,18:56.9,18:56.9
19800000,19:00.0,2.3591728,com.sec.android.app.shealth,18:00.0,118,,6.01,111.36,69a80c2a-8bf6-4a60-aed1-a9d6a85ee7dd,MdS75U+XxL,18:59.1,18:57.1
19800000,20:00.0,1.5416582,com.sec.android.app.shealth,19:00.0,109,,4.589998,78.890015,f77eb23a-ab1e-4dfd-a24b-e7d0fa910b30,MdS75U+XxL,19:59.0,19:01.8
19800000,21:00.0,1.9688847,com.sec.android.app.shealth,20:00.0,44,,2.3399997,39.780003,672329c4-5e6b-4049-85dc-96a8b3a8a387,MdS75U+XxL,24:59.6,20:01.5
19800000,22:00.0,2.1944444,com.sec.android.app.shealth,21:00.0,51,,3.13,46.7,675a7437-ed6b-44fa-8b43-2c35f2db74ad,MdS75U+XxL,24:59.9,24:59.9
19800000,23:00.0,2.4166667,com.sec.android.app.shealth,22:00.0,20,,1.52,16.99,b8f6b65a-f24c-4f41-996c-a7bf4d2d8b34,MdS75U+XxL,25:00.1,25:00.1
19800000,25:00.0,2.0555553,com.sec.android.app.shealth,24:00.0,20,,1.07,17.62,3a91acee-d135-43d7-8e79-ee43903c040d,MdS75U+XxL,25:00.2,25:00.2
19800000,26:00.0,2.813262,com.sec.android.app.shealth,25:00.0,42,,2.6799998,40.04,4638368d-228c-4606-83f5-31ef7579aff8,MdS75U+XxL,26:29.0,25:28.5
19800000,27:00.0,3.19201,com.sec.android.app.shealth,26:00.0,41,,2.6599998,45.210007,d841560a-06e2-47f7-a847-c90df94f9edb,MdS75U+XxL,26:52.1,26:29.2
19800000,25:00.0,2.2129474,com.sec.android.app.shealth,24:00.0,22,,1.12,19.560001,3e07d1a5-a0bc-42d8-a527-3e184ce02163,MdS75U+XxL,24:36.5,24:24.7
19800000,32:00.0,4.581696,com.sec.android.app.shealth,31:00.0,10,,0.49,11.26,e6548133-d682-4da6-b8be-f38372f347b6,MdS75U+XxL,31:57.5,31:56.9
19800000,33:00.0,2.3262532,com.sec.android.app.shealth,32:00.0,8,,0.4,6.25,55442543-a304-4681-bd34-f39fc90a0048,MdS75U+XxL,32:59.1,32:58.6
19800000,42:00.0,2.6388888,com.sec.android.app.shealth,41:00.0,12,,3.1,12.93,4bbfc2f2-480f-4df7-ae8a-dd25274d2787,MdS75U+XxL,41:43.4,41:43.4
19800000,13:00.0,3.1111112,com.sec.android.app.shealth,12:00.0,12,,4.48,8.64,9f5b26b8-590f-412d-8860-51abb26ab45c,MdS75U+XxL,14:13.3,14:13.3
19800000,34:00.0,2,com.sec.android.app.shealth,33:00.0,43,,2.94,36.6,fcf676e0-d729-4c6e-af23-35c2047e5590,MdS75U+XxL,35:01.0,35:01.0
19800000,36:00.0,2.0023327,com.sec.android.app.shealth,35:00.0,14,,0.9500001,14.219999,4f748e4a-614a-43de-84b9-eaa2821c95db,MdS75U+XxL,35:06.1,35:01.5
19800000,10:00.0,2.4444444,com.sec.android.app.shealth,09:00.0,15,,1.88,11.08,08392f15-3558-4c73-89b7-c276964a44eb,MdS75U+XxL,10:05.8,10:05.8
19800000,54:00.0,2.2914264,com.sec.android.app.shealth,53:00.0,13,,1.2299998,13.41,cda05233-5bfd-4abe-b7cc-9fbf6fa81b32,MdS75U+XxL,53:38.0,53:34.1
19800000,19:00.0,2.111624,com.sec.android.app.shealth,18:00.0,29,,2.1099994,23.330002,fdc04bd2-6cbd-4e8f-9839-f6963e4f44ee,MdS75U+XxL,18:24.3,18:14.4
19800000,20:00.0,2.4722223,com.sec.android.app.shealth,19:00.0,6,,0.46,4.19,7c39b81e-9c76-4fbe-983a-da716c9a2c41,MdS75U+XxL,19:04.9,19:04.9
19800000,28:00.0,1.5901542,com.sec.android.app.shealth,27:00.0,28,,2.1599996,20.85,ca367d0d-401c-4e4f-a51c-72165a907ba2,MdS75U+XxL,27:48.0,27:25.3
19800000,45:00.0,1.5555556,com.sec.android.app.shealth,44:00.0,6,,1.4,5.31,eee270bb-d99a-4825-8a62-000d669b2cbe,MdS75U+XxL,45:00.6,45:00.6
19800000,02:00.0,1.3673172,com.sec.android.app.shealth,01:00.0,35,,3.4599993,24.929998,894e0aaa-5cd2-4a1d-a2e7-058c3c3dc3e7,MdS75U+XxL,01:33.6,01:17.1
19800000,06:00.0,4.9964485,com.sec.android.app.shealth,05:00.0,10,,1.52,12.31,4385ab33-c7fc-4dd9-938b-257b3fc5adad,MdS75U+XxL,05:45.3,05:45.3
19800000,12:00.0,1.4802426,com.sec.android.app.shealth,11:00.0,42,,2.63,27.420002,1da3f58c-814a-4dd8-ab84-22acaf1e6fb4,MdS75U+XxL,11:48.7,11:18.5
19800000,13:00.0,2.1666667,com.sec.android.app.shealth,12:00.0,6,,0.56,6.49,c1c34f39-ecce-46aa-b4ef-ca0b4ab5335d,MdS75U+XxL,13:00.3,13:00.3
19800000,59:00.0,1.6666666,com.sec.android.app.shealth,58:00.0,16,,4.75,12.72,4b19597d-7a98-4e30-bc7a-1bb71718537e,MdS75U+XxL,58:57.8,58:57.8
19800000,00:00.0,1.1922021,com.sec.android.app.shealth,59:00.0,23,,1.1500001,15.379999,8f91e761-5576-404d-ad54-9c81933660fe,MdS75U+XxL,59:14.7,59:05.2
19800000,17:00.0,4.8333335,com.sec.android.app.shealth,16:00.0,6,,1.55,6.78,cb7d57f0-d787-4110-b7bc-71b45029ddac,MdS75U+XxL,17:09.8,17:09.8
19800000,17:00.0,1.9166666,com.sec.android.app.shealth,16:00.0,1,,0.04,0.86,8ffaa118-34c7-4187-b785-197fe6ff056f,MdS75U+XxL,17:09.8,17:09.8
19800000,17:00.0,2.8333333,com.sec.android.app.shealth,16:00.0,1,,0.05,1.03,5b0b6ec3-36b6-4d00-bdb7-22169493650f,MdS75U+XxL,17:09.8,17:09.8
19800000,17:00.0,1.1944444,com.sec.android.app.shealth,16:00.0,6,,0.24,3.6,bfa6832d-56dc-448c-b226-666f91d0b70d,MdS75U+XxL,17:09.8,17:09.8
19800000,17:00.0,2.4722223,com.sec.android.app.shealth,16:00.0,1,,0.04,0.97,7cebea00-4ca0-41ea-8c88-ed433eba6ecd,MdS75U+XxL,17:09.8,17:09.8
19800000,18:00.0,5.3141108,com.sec.android.app.shealth,17:00.0,13,,1.19,14.5199995,830cf2b2-6229-45e6-a839-46e48a2848bc,MdS75U+XxL,17:59.1,17:58.5
19800000,19:00.0,2.401535,com.sec.android.app.shealth,18:00.0,41,,2.3699996,39.18,afede61e-8f5a-4693-89e8-8308977972f1,MdS75U+XxL,18:58.3,18:00.4
19800000,58:00.0,2.6944444,com.sec.android.app.shealth,57:00.0,12,,4.3,10.78,e6235dfb-647e-4374-bf15-022922d1e9f5,MdS75U+XxL,57:40.7,57:40.7
19800000,40:00.0,2.1180556,com.sec.android.app.shealth,39:00.0,27,,3.4399998,23.18,5a03bfba-c475-42ab-82d1-b97da62d0283,MdS75U+XxL,39:23.6,39:10.4
19800000,27:00.0,1.7998148,com.sec.android.app.shealth,26:00.0,18,,0.78000003,14.18,c6560b0a-444d-45a3-b090-d94279148bae,MdS75U+XxL,26:39.2,26:32.6
19800000,30:00.0,1.9444444,com.sec.android.app.shealth,29:00.0,19,,0.95,17.03,d07c6802-e90e-401e-9738-0e10d72bc3e8,MdS75U+XxL,29:59.3,29:59.3
19800000,48:00.0,2.2588348,com.sec.android.app.shealth,47:00.0,17,,0.73,14.06,fee91280-5ac4-47a8-8591-a9caff86b396,MdS75U+XxL,05:00.6,47:55.4
19800000,45:00.0,1.7842894,com.sec.android.app.shealth,44:00.0,16,,1.81,13.570001,b016607d-c7e3-41e8-b3a1-fe5728a5480c,MdS75U+XxL,44:50.1,44:09.3
19800000,31:00.0,2.0277777,com.sec.android.app.shealth,30:00.0,16,,3.31,13.91,287496bf-8784-42f0-b87c-c9d09f7bc57f,MdS75U+XxL,33:59.6,33:59.6
19800000,43:00.0,3.1666667,com.sec.android.app.shealth,42:00.0,18,,2.3,19.05,d58d2e8c-e279-4903-aa2e-0c42370aacf3,MdS75U+XxL,45:00.6,45:00.6
19800000,52:00.0,2.788962,com.sec.android.app.shealth,51:00.0,10,,1.4100001,11.08,a2b6a5f0-03ae-4f95-9b2f-02415ca0447e,MdS75U+XxL,51:16.2,51:14.5
19800000,25:00.0,1.3776263,com.sec.android.app.shealth,24:00.0,7,,0.29,5.87,4de12bb7-ebe4-48bd-a18d-5aa9948ea2e6,MdS75U+XxL,24:41.6,24:41.5
19800000,58:00.0,2.3888888,com.sec.android.app.shealth,57:00.0,14,,2.72,15.49,4416bfd1-d925-41c5-b64b-0aca3542d41f,MdS75U+XxL,00:55.4,00:55.4
19800000,12:00.0,2.4031196,com.sec.android.app.shealth,11:00.0,7,,0.56,7.2799997,bcdf8212-ee97-4efa-9ae0-9e80e012dd28,MdS75U+XxL,11:29.0,11:28.9
19800000,00:00.0,2.3611112,com.sec.android.app.shealth,59:00.0,48,,2.49,41.82,6b5c2e39-ece0-49c6-8751-995922a578a8,MdS75U+XxL,17:06.0,17:06.0
19800000,59:00.0,2.4444444,com.sec.android.app.shealth,58:00.0,17,,1.35,17.08,ee9470ab-92a6-484d-b16a-760ab785500f,MdS75U+XxL,17:06.0,17:06.0
19800000,57:00.0,2.1666667,com.sec.android.app.shealth,56:00.0,58,,4.52,51.32,0afff150-e6b8-43df-bb56-fef1fd8e8b1b,MdS75U+XxL,17:06.0,17:06.0
19800000,00:00.0,4.0833335,com.sec.android.app.shealth,59:00.0,1,,0.1,1.28,f31e994b-ec02-4314-9938-fe0008cd6f7b,MdS75U+XxL,17:06.0,17:06.0
19800000,58:00.0,2.4444444,com.sec.android.app.shealth,57:00.0,45,,3.12,44.48,84b30f81-4dd0-4afa-9699-a94822ac22d0,MdS75U+XxL,17:06.0,17:06.0
19800000,02:00.0,2,com.sec.android.app.shealth,01:00.0,119,,5.3,106.72,28b3f912-ae4d-406f-bd17-9a647615fb97,MdS75U+XxL,17:06.8,17:06.8
19800000,01:00.0,3.4166667,com.sec.android.app.shealth,00:00.0,17,,1.73,18,ace21b1a-fdd4-46f8-90d1-a307ba1ce49d,MdS75U+XxL,17:06.8,17:06.8
19800000,04:00.0,4.1666665,com.sec.android.app.shealth,03:00.0,26,,1.7,29.78,8e9844fc-3c0c-411d-9677-eee6c5be48ad,MdS75U+XxL,17:07.5,17:06.8
19800000,03:00.0,2,com.sec.android.app.shealth,02:00.0,30,,1.88,30.13,e739470c-0019-4681-a4bc-f471d728812e,MdS75U+XxL,17:07.0,17:07.0
19800000,05:00.0,2.8333333,com.sec.android.app.shealth,04:00.0,20,,0.91,19.78,a7da1eb9-7221-4823-9bdd-e9f2b9cdcbad,MdS75U+XxL,17:31.3,17:07.6
19800000,05:00.0,2.8333333,com.sec.android.app.shealth,04:00.0,20,,0.91,19.78,a8f2549e-6686-4eeb-9ea8-1d313c2bb3ed,MdS75U+XxL,17:07.6,17:07.6
19800000,06:00.0,1.5277778,com.sec.android.app.shealth,05:00.0,14,,1.28,9.79,e5b571c8-120b-4b01-a027-fdc95e3c7177,MdS75U+XxL,17:31.3,17:08.1
19800000,06:00.0,1.5277778,com.sec.android.app.shealth,05:00.0,14,,1.28,9.79,fbb5bc3c-2131-4f46-a2bc-45998253cb63,MdS75U+XxL,17:08.1,17:08.1
19800000,07:00.0,2.0555556,com.sec.android.app.shealth,06:00.0,2,,0.09,1.78,daf0eb55-e2ad-494f-b7de-e2141bdc288d,MdS75U+XxL,17:11.1,17:09.2
19800000,07:00.0,1.5,com.sec.android.app.shealth,06:00.0,1,,0.04,0.76,d8babc24-5e0e-4585-8ca0-ba87b4e4e3b9,MdS75U+XxL,17:09.2,17:09.2
19800000,07:00.0,1.1388888,com.sec.android.app.shealth,06:00.0,1,,0.04,0.66,4e941733-682b-4d9c-ac4e-45f0078eec36,MdS75U+XxL,17:09.2,17:09.2
19800000,07:00.0,1.2222222,com.sec.android.app.shealth,06:00.0,1,,0.04,0.68,914b3309-8afd-44d1-b020-5ca6d358bb4d,MdS75U+XxL,17:09.2,17:09.2
19800000,07:00.0,1.2222222,com.sec.android.app.shealth,06:00.0,1,,0.04,0.68,04f7052d-69e0-4b9d-88b4-6008ff6dcc2f,MdS75U+XxL,17:09.2,17:09.2
19800000,08:00.0,1.1388888,com.sec.android.app.shealth,07:00.0,6,,0.22,3.91,82fc1269-972f-4f3d-a247-4827527f79da,MdS75U+XxL,17:13.0,17:11.1
19800000,08:00.0,1.3333334,com.sec.android.app.shealth,07:00.0,1,,0.04,0.72,d8951f8a-2bd8-47ab-ae70-a31fa3e688cd,MdS75U+XxL,17:11.1,17:11.1
19800000,08:00.0,1.6111112,com.sec.android.app.shealth,07:00.0,1,,0.04,0.79,b7c6be41-652d-49f7-873e-24544a3a2c60,MdS75U+XxL,17:11.1,17:11.1
19800000,08:00.0,1.9166666,com.sec.android.app.shealth,07:00.0,1,,0.04,0.86,0f411baf-5ff1-4c7b-b54d-beb8a68b63ee,MdS75U+XxL,17:11.1,17:11.1
19800000,09:00.0,1.3611112,com.sec.android.app.shealth,08:00.0,8,,0.33,5.96,441bc1d4-bafb-4d6f-8be6-9de278423539,MdS75U+XxL,17:17.6,17:13.3
19800000,09:00.0,0.8055556,com.sec.android.app.shealth,08:00.0,1,,0.04,0.54,09d2bad7-a94b-40ee-b7f1-5a47ff8387fe,MdS75U+XxL,17:13.3,17:13.3
19800000,10:00.0,1.4722222,com.sec.android.app.shealth,09:00.0,106,,4.32,79.22,9c754482-1d4b-4aef-9fe6-1d887a8d9925,MdS75U+XxL,17:17.6,17:17.6
19800000,10:00.0,0.9166667,com.sec.android.app.shealth,09:00.0,1,,0.04,0.58,df1ab02b-3c41-4cb2-ac94-8f4c76be4e1a,MdS75U+XxL,17:17.6,17:17.6
19800000,11:00.0,1.4444444,com.sec.android.app.shealth,10:00.0,65,,2.64,47.82,b353241c-db3b-49d2-ad92-69c8d8b5a716,MdS75U+XxL,17:34.3,17:18.6
19800000,11:00.0,0.8888889,com.sec.android.app.shealth,10:00.0,1,,0.04,0.58,4e7abcff-61c2-4284-9a08-6d04c24db0e7,MdS75U+XxL,17:18.6,17:18.6
19800000,11:00.0,1.4444444,com.sec.android.app.shealth,10:00.0,65,,2.64,47.82,b82d129f-2ef8-428f-8b3a-b5c16a8248c5,MdS75U+XxL,17:18.6,17:18.6
19800000,12:00.0,1.0277778,com.sec.android.app.shealth,11:00.0,6,,0.38,4.22,f7b9d643-fbd5-44f8-a296-a61611220c47,MdS75U+XxL,17:19.9,17:19.9
19800000,12:00.0,1.0277778,com.sec.android.app.shealth,11:00.0,1,,0.04,0.63,e41f9c66-a0f4-4cd8-ba1b-c85e45e17fdc,MdS75U+XxL,17:19.9,17:19.9
19800000,13:00.0,1.3888888,com.sec.android.app.shealth,12:00.0,18,,0.74,13.15,90f7f1bb-eec1-439d-94d8-688fd6fde556,MdS75U+XxL,17:20.3,17:19.9
19800000,14:00.0,1,com.sec.android.app.shealth,13:00.0,6,,0.24,4.82,1b048385-f0a9-4f45-a2f0-8bae1dc9c264,MdS75U+XxL,17:20.8,17:20.7
19800000,15:00.0,3.1111112,com.sec.android.app.shealth,14:00.0,2,,0.09,2.13,90029c0f-3d69-49e6-81d2-22f137a5ebdc,MdS75U+XxL,17:21.8,17:21.6
19800000,17:00.0,1.4444444,com.sec.android.app.shealth,16:00.0,12,,0.47,8.78,038810cb-918a-4832-8310-ea040fc9841b,MdS75U+XxL,17:22.6,17:22.4
19800000,18:00.0,2,com.sec.android.app.shealth,17:00.0,15,,0.72,12.5,23a8c3a5-9c43-4aab-880f-dfefc3cf01dc,MdS75U+XxL,17:22.6,17:22.6
19800000,25:00.0,2.2222223,com.sec.android.app.shealth,24:00.0,98,,4.56,87.14,fc789a10-9b12-46e9-9b3b-5127dfa55903,MdS75U+XxL,17:22.7,17:22.7
19800000,26:00.0,2.4722223,com.sec.android.app.shealth,25:00.0,124,,5.64,120.41,97c5913f-6d8b-43e5-ab68-ccfe1afe2c21,MdS75U+XxL,17:22.8,17:22.8
19800000,28:00.0,2.3888888,com.sec.android.app.shealth,27:00.0,31,,1.41,29.47,76df24c3-6d3f-4632-9e5a-0b9d01cbd126,MdS75U+XxL,17:22.9,17:22.9
19800000,20:00.0,2.8888888,com.sec.android.app.shealth,19:00.0,25,,1.56,25.36,4f7bfce4-93b7-4021-937d-21c75b02004e,MdS75U+XxL,17:22.9,17:22.9
19800000,30:00.0,4,com.sec.android.app.shealth,29:00.0,15,,2.24,16,da4a7a21-10e6-4911-a3e2-3eb8941098a4,MdS75U+XxL,17:23.0,17:23.0
19800000,27:00.0,1.8055556,com.sec.android.app.shealth,26:00.0,112,,4.62,94.1,284160e8-fd14-4b65-847c-a8feac68f936,MdS75U+XxL,17:23.0,17:23.0
19800000,50:00.0,3.5833333,com.sec.android.app.shealth,49:00.0,12,,1.1,12.47,2935dd4a-6103-4590-979e-aeb808908be7,MdS75U+XxL,17:36.0,17:23.3
19800000,50:00.0,3.5833333,com.sec.android.app.shealth,49:00.0,12,,1.1,12.47,d5485ba4-2243-4f84-a93c-68c40ef4c0e3,MdS75U+XxL,17:23.3,17:23.3
19800000,50:00.0,3.1388888,com.sec.android.app.shealth,49:00.0,1,,0.05,1.06,9b0c2324-e6a2-4712-990a-94a1f1cce5db,MdS75U+XxL,17:23.3,17:23.3
19800000,41:00.0,3.4166667,com.sec.android.app.shealth,40:00.0,13,,2.01,9.63,59e406a5-d2fd-462c-b6d7-ff5e1824866b,MdS75U+XxL,17:23.3,17:23.3
19800000,26:00.0,2.1388888,com.sec.android.app.shealth,25:00.0,13,,2.69,9.94,ac37d916-727c-4012-9113-9b6594fdf2ce,MdS75U+XxL,17:23.7,17:23.7
19800000,43:00.0,1.5555556,com.sec.android.app.shealth,42:00.0,69,,3.22,55.91,32c24e26-c056-4c69-82c3-dd3ecef00656,MdS75U+XxL,17:23.7,17:23.7
19800000,42:00.0,1.4722222,com.sec.android.app.shealth,41:00.0,42,,2.25,32.14,06bfaffe-7b19-4f62-9c7f-bb21a9856d84,MdS75U+XxL,17:23.7,17:23.7
19800000,43:00.0,0.8055556,com.sec.android.app.shealth,42:00.0,1,,0.04,0.54,aad396e3-78bf-465b-8744-9e9f49b02a79,MdS75U+XxL,17:23.8,17:23.8
19800000,44:00.0,2.1944444,com.sec.android.app.shealth,43:00.0,36,,1.88,33.46,ece44d85-0802-43d5-9d5f-7282cf1be739,MdS75U+XxL,17:25.0,17:24.2
19800000,44:00.0,1.6111112,com.sec.android.app.shealth,43:00.0,1,,0.04,0.79,3eefd602-67c8-41aa-93cd-f9392ecf192a,MdS75U+XxL,17:24.3,17:24.3
19800000,44:00.0,1.4166666,com.sec.android.app.shealth,43:00.0,1,,0.04,0.74,730ead7a-4136-4f44-b24b-e15946e16fe7,MdS75U+XxL,17:24.3,17:24.3
19800000,44:00.0,1.6111112,com.sec.android.app.shealth,43:00.0,6,,0.61,4.04,ff5f3f92-ee55-4150-9c0c-10424204e667,MdS75U+XxL,17:24.3,17:24.3
19800000,46:00.0,1.7222222,com.sec.android.app.shealth,45:00.0,35,,1.44,28.51,a8524dab-68d3-4aeb-a20f-d286fce64968,MdS75U+XxL,17:25.1,17:25.1
19800000,46:00.0,5.5833335,com.sec.android.app.shealth,45:00.0,12,,0.9,13.78,d8e2d70d-d499-4709-b325-8c180c4b5af3,MdS75U+XxL,17:25.1,17:25.1
19800000,45:00.0,1.6944444,com.sec.android.app.shealth,44:00.0,119,,4.9,96.31,9e9b54d3-c91e-4108-9995-343c2e5d1397,MdS75U+XxL,17:25.1,17:25.1
19800000,46:00.0,3.6111112,com.sec.android.app.shealth,45:00.0,1,,0.09,1.12,e9945e15-5830-456e-8cf7-4495e1b1ed7d,MdS75U+XxL,17:25.1,17:25.1
19800000,47:00.0,4.9444447,com.sec.android.app.shealth,46:00.0,70,,6.9,91.96,56687b7b-8832-440d-805e-6b0e60f9a855,MdS75U+XxL,17:25.8,17:25.5
19800000,47:00.0,4.2222223,com.sec.android.app.shealth,46:00.0,1,,0.1,1.3,dc9ecb35-46c5-40f0-ac35-3e9cee458d69,MdS75U+XxL,17:25.5,17:25.5
19800000,47:00.0,4.361111,com.sec.android.app.shealth,46:00.0,1,,0.11,1.32,5ce08f30-c5f9-41d3-b469-1f2ebf6857c7,MdS75U+XxL,17:25.6,17:25.6
19800000,49:00.0,4.138889,com.sec.android.app.shealth,48:00.0,54,,4.7,67.91,e088d734-f4d6-43c1-bd9c-cd4d014f4951,MdS75U+XxL,17:36.8,17:26.2
19800000,48:00.0,5.111111,com.sec.android.app.shealth,47:00.0,120,,12.04,166.94,453c3c5f-a313-44fb-b498-eb65f821ad28,MdS75U+XxL,17:37.0,17:37.0
19800000,50:00.0,2.3888888,com.sec.android.app.shealth,49:00.0,39,,1.78,37.27,5f81f801-3f8d-413d-8100-0be5cd39f66f,MdS75U+XxL,17:39.7,17:39.7
19800000,50:00.0,3.1944444,com.sec.android.app.shealth,49:00.0,38,,1.81,38.23,a110cb15-8112-46f6-acc3-4101b846d9f0,MdS75U+XxL,17:39.7,17:39.7
19800000,51:00.0,2.2500002,com.sec.android.app.shealth,50:00.0,79,,3.92,71.38,0a3a7edc-4129-4d72-a756-ffb8f3e950f7,MdS75U+XxL,17:40.1,17:40.1
19800000,52:00.0,1.6944444,com.sec.android.app.shealth,51:00.0,65,,2.94,52.67,04769c05-9e21-4edd-b8b7-5a0f4ff20230,MdS75U+XxL,17:41.0,17:40.2
19800000,52:00.0,1.2222222,com.sec.android.app.shealth,51:00.0,12,,0.4,7.39,46b2251b-8be8-4f14-b766-9db8d67e4f21,MdS75U+XxL,17:40.2,17:40.2
19800000,52:00.0,1.4722222,com.sec.android.app.shealth,51:00.0,1,,0.04,0.75,d7638002-da95-49ce-82e5-34d6ca73846f,MdS75U+XxL,17:40.3,17:40.3
